Player,Pos,Team,GS,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Salary 2019-20,Salary 2020-21,Salary 2021-22,Salary 2022-23,Salary 2023-24,Salary 2023-2024,Signed Using,Guaranteed,Role
RJ Barrett,SG,New York Knicks,55.0,8.3,20.8,0.402,1.8,5.6,0.32,6.5,15.1,0.43200000000000005,4.5,7.3,0.614,1.4,6.5,8.0,4.1,1.6,0.5,3.5,3.5,22.9,95.0,114.0,19.0,56.0,1704.0,10.7,0.479,0.271,0.349,3.0,14.8,8.7,12.8,1.6,0.9,12.9,24.0,-1.6,1.1,-0.5,-0.015,-2.8,-1.5,-4.3,-1.0,7839960.0,8231760.0,8623920.0,10900635.0,0.0,0.0,1st Round Pick,16071720.0,First Unit
Mitchell Robinson,C,New York Knicks,7.0,8.7,11.8,0.742,0.0,0.0,,8.7,11.8,0.742,2.9,5.1,0.568,6.4,8.3,14.8,1.2,1.8,4.1,1.3,6.7,20.3,144.0,107.0,21.0,61.0,1412.0,23.5,0.726,0.0,0.434,13.7,18.8,16.2,3.9,1.8,8.0,8.3,13.3,4.8,2.0,6.8,0.23,1.6,1.3,3.0,1.8,1559712.0,1663861.0,1802057.0,0.0,0.0,0.0,MLE,1559712.0,First Unit
Bobby Portis,C,New York Knicks,5.0,9.3,20.6,0.45,2.3,6.5,0.358,6.9,14.1,0.493,2.5,3.3,0.763,2.8,9.0,11.8,3.4,1.1,0.6,2.6,3.8,23.3,107.0,113.0,24.0,66.0,1393.0,14.6,0.53,0.317,0.158,6.0,20.4,12.9,11.1,1.1,1.2,10.4,21.4,0.9,1.0,1.9,0.064,0.1,-1.1,-1.0,0.3,15000000.0,15750000.0,0.0,0.0,0.0,0.0,NaN,15000000.0,First Unit
Elfrid Payton,PG,New York Knicks,36.0,7.5,17.2,0.439,0.5,2.7,0.203,7.0,14.5,0.48200000000000004,1.9,3.4,0.57,2.0,6.3,8.3,12.6,2.7,0.7,3.8,3.5,17.5,105.0,111.0,25.0,45.0,1246.0,16.0,0.47,0.157,0.195,4.3,14.1,9.1,38.6,2.7,1.3,16.7,19.5,0.5,1.2,1.7,0.065,-0.3,0.3,0.0,0.6,8000000.0,8000000.0,0.0,0.0,0.0,0.0,NaN,9000000.0,First Unit
Giannis Antetokounmpo,PF,Milwaukee Bucks,57.0,16.2,29.5,0.547,2.2,7.0,0.306,14.0,22.5,0.622,9.4,14.8,0.633,3.4,16.9,20.3,8.5,1.5,1.5,5.4,4.5,43.8,116.0,96.0,25.0,57.0,1763.0,31.6,0.608,0.23800000000000002,0.5,7.8,34.5,22.0,33.9,1.5,2.9,13.1,37.4,5.6,4.8,10.4,0.282,7.4,4.1,11.5,6.0,25842697.0,27528090.0,0.0,0.0,0.0,0.0,1st Round Pick,53370787.0,First Unit
Khris Middleton,SF,Milwaukee Bucks,52.0,11.7,23.5,0.499,3.7,8.8,0.418,8.0,14.7,0.547,4.9,5.4,0.9079999999999999,1.1,8.3,9.4,6.2,1.4,0.2,3.1,3.4,32.0,119.0,103.0,28.0,55.0,1653.0,21.4,0.619,0.374,0.231,2.5,17.0,10.2,21.0,1.4,0.4,10.8,26.2,4.3,3.1,7.4,0.214,3.4,0.9,4.4,2.7,30603448.0,33051724.0,35500000.0,37948276.0,40396552.0,0.0,NaN,137103448.0,First Unit
Brook Lopez,C,Milwaukee Bucks,60.0,6.9,16.1,0.42700000000000005,2.4,8.0,0.29600000000000004,4.5,8.1,0.557,2.8,3.4,0.81,1.2,6.5,7.7,2.7,1.2,4.2,1.8,4.1,18.9,106.0,99.0,31.0,61.0,1622.0,14.0,0.537,0.49700000000000005,0.212,2.7,13.2,8.3,7.8,1.2,8.0,9.2,17.5,0.8,3.9,4.6,0.13699999999999998,-1.1,2.8,1.8,1.5,12093024.0,12697675.0,13302325.0,13906976.0,0.0,0.0,NaN,52000000.0,First Unit
Wesley Matthews,SG,Milwaukee Bucks,62.0,4.8,12.0,0.397,3.0,8.3,0.365,1.7,3.7,0.46799999999999997,1.4,1.9,0.762,0.6,4.2,4.8,2.7,1.1,0.3,1.2,2.7,14.0,109.0,106.0,33.0,62.0,1529.0,8.4,0.545,0.691,0.157,1.4,8.5,5.2,7.4,1.1,0.5,8.7,12.7,0.8,2.4,3.1,0.099,-2.5,0.8,-1.7,0.1,2564753.0,2692991.0,0.0,0.0,0.0,0.0,NaN,2564753.0,First Unit
Eric Bledsoe,PG,Milwaukee Bucks,56.0,9.6,19.9,0.48200000000000004,2.1,6.0,0.348,7.5,13.8,0.54,4.7,5.8,0.813,1.2,6.5,7.8,9.1,1.6,0.7,4.2,3.6,25.9,113.0,103.0,30.0,56.0,1524.0,18.1,0.579,0.304,0.292,2.8,13.3,8.4,28.5,1.6,1.4,15.8,24.0,2.4,2.9,5.3,0.168,1.1,1.1,2.2,1.6,15625000.0,16875000.0,18125000.0,19375000.0,0.0,0.0,Bird Rights,54525000.0,First Unit
Trae Young,PG,Atlanta Hawks,60.0,12.0,27.5,0.43700000000000006,4.5,12.5,0.361,7.5,15.0,0.501,10.6,12.3,0.86,0.7,4.9,5.6,12.3,1.4,0.2,6.4,2.3,39.1,114.0,117.0,21.0,60.0,2120.0,23.9,0.595,0.455,0.44799999999999995,1.6,11.5,6.5,45.6,1.4,0.3,16.2,34.9,5.4,0.5,5.9,0.134,6.3,-2.3,4.0,3.2,6273000.0,6571800.0,8326471.0,0.0,0.0,0.0,1st Round Pick,12844800.0,First Unit
De'Andre Hunter,SF,Atlanta Hawks,62.0,6.5,15.8,0.41,2.5,7.0,0.355,4.0,8.8,0.45399999999999996,2.5,3.3,0.764,1.0,5.6,6.6,2.6,1.0,0.4,2.4,4.2,18.0,100.0,117.0,22.0,63.0,2018.0,8.6,0.521,0.445,0.21100000000000002,2.3,13.1,7.6,8.0,1.0,0.7,12.1,17.5,-0.4,0.5,0.1,0.001,-2.8,-1.8,-4.7,-1.4,7068360.0,7422000.0,7775400.0,9835881.0,0.0,0.0,1st Round Pick,14490360.0,First Unit
Kevin Huerter,SG,Atlanta Hawks,48.0,6.7,16.1,0.413,3.4,8.8,0.38,3.3,7.3,0.45299999999999996,1.4,1.7,0.828,0.9,5.1,6.0,5.6,1.4,0.7,2.3,3.7,18.1,107.0,116.0,21.0,56.0,1760.0,11.5,0.536,0.5479999999999999,0.105,2.1,12.0,7.0,17.5,1.4,1.3,12.0,17.1,1.0,0.6,1.6,0.042,-0.6,-0.9,-1.6,0.2,2636280.0,2761920.0,4253357.0,0.0,0.0,0.0,1st Round Pick,5398200.0,First Unit
Cam Reddish,SF,Atlanta Hawks,34.0,6.4,16.6,0.384,2.5,7.5,0.332,3.9,9.1,0.428,3.0,3.8,0.802,1.1,5.4,6.5,2.6,1.9,0.8,2.9,4.0,18.3,95.0,115.0,20.0,58.0,1551.0,9.0,0.5,0.451,0.22699999999999998,2.4,12.7,7.5,8.0,1.9,1.5,13.6,18.9,-1.2,0.8,-0.4,-0.011000000000000001,-3.2,-1.0,-4.2,-0.9,4245720.0,4458000.0,4670160.0,5954454.0,0.0,0.0,1st Round Pick,8703720.0,First Unit
John Collins,PF,Atlanta Hawks,41.0,12.1,20.7,0.583,2.0,5.0,0.401,10.1,15.7,0.642,4.1,5.1,0.8,4.0,10.3,14.2,2.1,1.1,2.3,2.6,4.7,30.3,124.0,112.0,22.0,41.0,1363.0,23.5,0.659,0.243,0.248,9.0,24.0,16.4,7.6,1.1,4.1,10.1,22.7,3.8,1.1,4.9,0.174,3.7,-0.7,3.1,1.7,2686560.0,4137302.0,0.0,0.0,0.0,0.0,1st Round Pick,6823862.0,First Unit
Langston Galloway,SG,Detroit Pistons,6.0,6.8,15.7,0.435,3.8,9.6,0.39899999999999997,3.0,6.1,0.493,2.1,2.5,0.8590000000000001,1.0,3.4,4.3,2.9,1.4,0.3,1.2,2.8,19.6,118.0,116.0,28.0,66.0,1702.0,12.3,0.584,0.611,0.157,2.2,7.8,5.0,8.8,1.4,0.5,6.5,15.9,2.4,0.7,3.1,0.087,0.1,-0.9,-0.8,0.5,7333333.0,0.0,0.0,0.0,0.0,0.0,MLE,7333333.0,First Unit
Tony Snell,SF,Detroit Pistons,57.0,5.1,11.5,0.445,3.1,7.6,0.402,2.0,3.8,0.531,1.0,1.0,1.0,0.3,3.1,3.3,3.8,1.0,0.4,0.9,3.0,14.2,121.0,117.0,28.0,59.0,1641.0,9.7,0.598,0.665,0.084,0.6,7.1,3.8,10.9,1.0,0.8,7.3,11.4,2.1,0.5,2.6,0.076,-1.1,-0.6,-1.8,0.1,11392857.0,12178571.0,0.0,0.0,0.0,0.0,Cap space,11392857.0,First Unit
Bruce Brown,SG,Detroit Pistons,43.0,6.0,13.5,0.44299999999999995,1.0,2.9,0.344,5.0,10.6,0.47,2.6,3.6,0.7390000000000001,1.8,6.4,8.2,6.9,1.9,0.9,3.0,4.9,15.6,106.0,112.0,23.0,58.0,1634.0,11.9,0.518,0.215,0.266,4.2,15.0,9.5,20.4,1.9,1.5,16.7,16.0,0.8,1.4,2.1,0.062,-2.0,0.8,-1.2,0.3,1416852.0,1663861.0,0.0,0.0,0.0,0.0,MLE,1416852.0,First Unit
Christian Wood,PF,Detroit Pistons,12.0,10.7,18.9,0.5670000000000001,2.0,5.2,0.386,8.7,13.7,0.636,6.7,9.0,0.7440000000000001,3.9,10.6,14.5,2.2,1.3,2.0,3.1,3.6,30.1,123.0,110.0,24.0,62.0,1325.0,23.2,0.659,0.276,0.47600000000000003,8.8,24.8,16.7,7.6,1.3,3.4,12.0,23.0,3.6,1.5,5.1,0.184,3.5,-0.3,3.1,1.7,1645357.0,0.0,0.0,0.0,0.0,0.0,Minimum Salary,1645357.0,First Unit
Derrick Rose,PG,Detroit Pistons,15.0,14.0,28.5,0.49,1.7,5.6,0.306,12.3,23.0,0.535,4.6,5.3,0.871,1.0,3.6,4.6,10.5,1.5,0.6,4.8,1.9,34.3,109.0,115.0,31.0,50.0,1298.0,21.1,0.555,0.195,0.185,2.3,8.3,5.3,40.5,1.5,1.0,13.4,31.6,1.9,0.6,2.5,0.09300000000000001,4.0,-1.7,2.2,1.4,7317073.0,7682927.0,0.0,0.0,0.0,0.0,MLE,15000000.0,First Unit
Tobias Harris,PF,Philadelphia 76ers,65.0,10.7,22.7,0.47200000000000003,2.5,7.0,0.36200000000000004,8.2,15.7,0.521,3.3,4.1,0.8059999999999999,1.2,8.4,9.5,4.4,1.1,0.8,2.1,3.2,27.3,112.0,109.0,27.0,65.0,2243.0,16.8,0.557,0.309,0.183,2.7,19.0,10.8,14.6,1.1,1.3,7.9,23.6,3.0,2.6,5.6,0.12,1.0,-0.4,0.6,1.5,31034483.0,33517241.0,36000000.0,38482759.0,40965517.0,0.0,NaN,180000000.0,First Unit
Ben Simmons,PG,Philadelphia 76ers,54.0,9.1,15.5,0.585,0.1,0.2,0.33299999999999996,9.0,15.4,0.588,4.5,7.1,0.627,2.7,7.9,10.6,11.1,2.9,0.8,4.8,4.4,22.7,116.0,105.0,23.0,54.0,1930.0,20.8,0.608,0.01,0.46,6.2,18.0,12.1,34.8,2.9,1.4,20.6,20.9,3.8,3.2,7.0,0.174,1.4,2.4,3.9,2.9,8113930.0,29250000.0,31590000.0,33930000.0,36270000.0,38610000.0,1st Round pick,177763930.0,First Unit
Al Horford,C,Philadelphia 76ers,57.0,7.6,17.2,0.442,2.3,6.9,0.337,5.3,10.3,0.513,1.4,1.9,0.753,2.4,8.4,10.8,6.4,1.4,1.4,1.7,3.4,19.0,114.0,108.0,33.0,60.0,1848.0,15.6,0.526,0.40399999999999997,0.11199999999999999,5.5,19.1,12.3,19.2,1.4,2.5,8.7,17.6,2.5,2.5,5.0,0.13,1.1,1.1,2.2,2.0,28000000.0,27500000.0,27000000.0,26500000.0,0.0,0.0,NaN,97000000.0,First Unit
Josh Richardson,SG,Philadelphia 76ers,46.0,8.1,18.9,0.429,2.3,7.1,0.327,5.8,11.9,0.489,3.3,4.2,0.789,1.2,4.1,5.3,4.9,1.5,1.1,3.0,4.0,21.9,103.0,110.0,26.0,48.0,1474.0,12.1,0.526,0.373,0.223,2.8,9.4,6.1,14.8,1.5,2.0,12.6,21.1,0.3,1.6,1.9,0.062,-1.5,-0.2,-1.7,0.1,10100000.0,10800000.0,11600000.0,0.0,0.0,0.0,Minimum Salary,20900000.0,First Unit
Furkan Korkmaz,SG,Philadelphia 76ers,12.0,7.7,17.9,0.43200000000000005,4.4,11.0,0.397,3.3,6.8,0.48700000000000004,1.8,2.5,0.736,0.6,4.6,5.1,2.4,1.3,0.5,1.8,3.1,21.7,109.0,111.0,22.0,64.0,1398.0,11.7,0.5710000000000001,0.617,0.14,1.3,10.4,5.8,7.3,1.3,0.9,8.7,18.5,1.0,1.3,2.3,0.079,-0.6,-0.9,-1.5,0.2,1620564.0,1762796.0,0.0,0.0,0.0,0.0,Minimum Salary,1620564.0,First Unit
Dorian Finney-Smith,PF,Dallas Mavericks,61.0,5.5,11.7,0.46799999999999997,2.5,6.8,0.374,2.9,4.9,0.599,1.8,2.5,0.722,3.2,5.8,9.0,2.5,1.1,0.9,1.6,3.9,15.2,122.0,112.0,26.0,64.0,1898.0,12.2,0.597,0.58,0.212,7.0,12.3,9.7,6.8,1.1,1.7,11.2,12.7,2.9,1.6,4.5,0.114,0.0,-0.1,-0.2,0.9,4000000.0,4000000.0,4000000.0,0.0,0.0,0.0,NaN,12000000.0,First Unit
Luka Dončić,PG,Dallas Mavericks,54.0,13.8,29.9,0.461,4.2,13.2,0.318,9.6,16.7,0.574,9.9,13.2,0.752,1.9,11.7,13.5,12.7,1.6,0.3,6.1,3.6,41.7,116.0,108.0,20.0,54.0,1799.0,27.7,0.584,0.442,0.442,4.1,24.7,14.6,45.3,1.6,0.5,14.6,37.0,5.8,2.3,8.1,0.215,7.3,1.1,8.4,4.7,7683360.0,8049360.0,10174391.0,0.0,0.0,0.0,1st Round Pick,15732720.0,First Unit
Maxi Kleber,C,Dallas Mavericks,21.0,6.1,13.3,0.45899999999999996,3.1,8.2,0.374,3.1,5.1,0.594,2.0,2.3,0.863,2.8,7.3,10.1,2.2,0.6,2.2,1.4,4.4,17.3,123.0,111.0,28.0,66.0,1695.0,13.8,0.603,0.614,0.172,6.2,15.5,11.0,6.2,0.6,3.9,8.7,13.9,2.9,1.7,4.6,0.131,0.5,0.2,0.6,1.1,8000000.0,8250000.0,8750000.0,9000000.0,0.0,0.0,NaN,25000000.0,First Unit
Kristaps Porziņģis,PF,Dallas Mavericks,51.0,10.3,24.5,0.42,3.8,10.9,0.349,6.5,13.6,0.47700000000000004,5.4,6.9,0.7759999999999999,2.7,11.9,14.6,2.7,1.1,3.2,2.5,4.8,29.7,109.0,106.0,24.0,51.0,1597.0,19.3,0.54,0.447,0.282,5.9,25.3,15.8,8.6,1.1,5.6,8.5,26.6,1.7,2.6,4.3,0.129,1.2,0.3,1.5,1.4,27285000.0,29467800.0,31650600.0,33833400.0,36016200.0,0.0,NaN,122236800.0,First Unit
Seth Curry,SG,Dallas Mavericks,20.0,8.9,17.8,0.5,4.5,10.0,0.45299999999999996,4.3,7.8,0.56,2.5,2.9,0.841,0.9,3.8,4.6,4.0,1.2,0.3,2.0,3.4,24.8,124.0,114.0,29.0,59.0,1448.0,16.2,0.65,0.564,0.165,1.9,8.0,5.0,12.1,1.2,0.5,9.5,18.6,3.4,0.9,4.3,0.14400000000000002,2.0,-0.7,1.4,1.2,7441860.0,7813953.0,8186047.0,8558140.0,0.0,0.0,MLE,32000000.0,First Unit
Nikola Jokić,C,Denver Nuggets,65.0,12.0,22.8,0.528,1.7,5.3,0.314,10.4,17.5,0.594,5.1,6.3,0.813,3.6,11.9,15.6,10.5,1.8,1.0,4.7,4.7,30.9,119.0,106.0,24.0,65.0,2101.0,25.0,0.604,0.233,0.27699999999999997,8.2,26.9,17.6,34.3,1.8,1.9,15.7,26.6,6.0,3.2,9.2,0.209,5.4,2.3,7.6,5.1,26573595.0,28542009.0,30510423.0,32478837.0,0.0,0.0,NaN,118104864.0,First Unit
Will Barton,SF,Denver Nuggets,58.0,8.6,19.0,0.45,2.8,7.4,0.375,5.8,11.6,0.498,2.6,3.4,0.767,2.0,7.4,9.4,5.5,1.6,0.7,2.3,3.1,22.5,112.0,110.0,29.0,58.0,1916.0,15.7,0.5489999999999999,0.39,0.18,4.4,16.8,10.6,16.0,1.6,1.4,9.9,20.0,2.4,2.1,4.5,0.113,1.2,-0.1,1.2,1.5,12960000.0,13920000.0,14880000.0,0.0,0.0,0.0,NaN,26880000.0,First Unit
Jamal Murray,PG,Denver Nuggets,55.0,10.5,23.2,0.455,2.9,8.3,0.345,7.7,14.8,0.517,4.3,4.8,0.893,1.1,4.8,5.9,7.3,1.8,0.4,3.4,2.7,28.3,111.0,111.0,22.0,55.0,1804.0,17.5,0.5589999999999999,0.359,0.209,2.6,10.8,6.7,22.7,1.8,0.8,11.8,25.2,2.5,1.6,4.2,0.111,1.8,-0.7,1.1,1.4,4444746.0,29250000.0,31590000.0,33930000.0,36270000.0,38610000.0,1st Round pick,174094746.0,First Unit
Gary Harris,SG,Denver Nuggets,55.0,6.0,14.4,0.42,1.9,5.8,0.33299999999999996,4.1,8.6,0.479,2.1,2.6,0.815,0.7,3.8,4.5,3.3,2.1,0.4,1.7,3.2,16.1,105.0,111.0,25.0,56.0,1780.0,9.7,0.519,0.405,0.177,1.6,8.6,5.1,8.9,2.1,0.7,9.7,15.1,0.5,1.7,2.2,0.059000000000000004,-2.8,0.4,-2.4,-0.2,17839286.0,19160714.0,20482143.0,0.0,0.0,0.0,1st Round Pick,57482143.0,First Unit
Jerami Grant,PF,Denver Nuggets,22.0,7.7,16.4,0.47100000000000003,2.6,6.5,0.4,5.2,10.0,0.518,3.8,5.1,0.7440000000000001,1.6,5.1,6.7,2.3,1.3,1.5,1.6,4.2,21.9,116.0,111.0,25.0,64.0,1676.0,14.2,0.585,0.39399999999999996,0.308,3.5,11.6,7.5,6.7,1.3,2.9,8.0,17.8,2.4,1.7,4.0,0.11599999999999999,-0.1,-0.4,-0.4,0.7,9346153.0,9346153.0,0.0,0.0,0.0,0.0,NaN,9346153.0,First Unit
Eric Paschall,PF,Golden State Warriors,26.0,9.2,18.5,0.49700000000000005,1.1,3.7,0.287,8.1,14.8,0.55,4.7,6.1,0.774,2.4,5.6,8.0,3.7,0.9,0.4,2.7,3.6,24.2,110.0,117.0,23.0,60.0,1654.0,14.5,0.5710000000000001,0.20199999999999999,0.331,5.2,13.1,9.0,12.7,0.9,0.7,11.4,21.4,1.6,0.5,2.1,0.062,-0.7,-2.0,-2.7,-0.3,898310.0,1517981.0,1782621.0,0.0,0.0,0.0,MLE,4198912.0,First Unit
Damion Lee,SG,Golden State Warriors,36.0,7.2,17.2,0.41700000000000004,2.9,8.0,0.35600000000000004,4.3,9.1,0.47100000000000003,3.7,4.2,0.873,1.1,7.0,8.0,4.5,1.7,0.2,2.3,3.9,20.9,108.0,114.0,27.0,49.0,1423.0,12.7,0.5479999999999999,0.46799999999999997,0.247,2.4,16.3,9.1,14.4,1.7,0.4,10.6,19.0,0.9,0.8,1.7,0.057999999999999996,-1.5,-0.8,-2.3,-0.1,842327.0,1762796.0,1910860.0,0.0,0.0,0.0,MLE,1442327.0,First Unit
Jordan Poole,SG,Golden State Warriors,14.0,6.3,18.9,0.33299999999999996,2.8,10.0,0.27899999999999997,3.5,8.9,0.392,3.6,4.5,0.7979999999999999,0.3,4.1,4.4,5.0,1.3,0.4,2.8,3.5,18.9,91.0,117.0,20.0,57.0,1274.0,7.2,0.45399999999999996,0.528,0.237,0.7,9.6,5.0,15.8,1.3,0.7,11.8,21.1,-1.6,0.4,-1.2,-0.047,-4.4,-2.2,-6.6,-1.5,1964760.0,2063280.0,2161440.0,3901399.0,0.0,0.0,1st Round Pick,4028040.0,First Unit
Draymond Green,PF,Golden State Warriors,43.0,4.8,12.4,0.389,1.4,5.1,0.27899999999999997,3.4,7.3,0.465,2.5,3.3,0.759,0.9,9.5,10.4,10.4,2.3,1.3,3.8,4.3,13.5,100.0,110.0,29.0,43.0,1222.0,12.6,0.489,0.408,0.263,2.0,22.3,11.8,31.2,2.3,2.4,21.8,15.7,-0.2,1.3,1.1,0.044000000000000004,-2.0,1.9,-0.2,0.6,18539130.0,22246956.0,24026712.0,25806469.0,27586225.0,0.0,Bird Rights,90619267.0,First Unit
Marquese Chriss,PF,Golden State Warriors,21.0,8.4,15.4,0.545,0.3,1.6,0.205,8.1,13.8,0.584,4.8,6.2,0.769,4.6,10.0,14.6,4.6,1.6,2.5,3.1,4.9,21.9,117.0,110.0,22.0,59.0,1196.0,19.4,0.604,0.10099999999999999,0.405,10.0,23.6,16.5,15.3,1.6,4.7,14.7,19.0,2.1,1.3,3.4,0.136,0.1,0.5,0.6,0.8,758804.0,0.0,0.0,0.0,0.0,0.0,NaN,3237275.0,First Unit
James Harden,SG,Houston Rockets,61.0,12.5,28.7,0.435,5.6,15.9,0.35200000000000004,6.9,12.8,0.5379999999999999,12.8,14.9,0.861,1.3,6.7,8.0,9.3,2.2,1.1,5.7,4.3,43.5,120.0,109.0,30.0,61.0,2241.0,28.4,0.616,0.555,0.519,3.0,15.3,9.1,34.4,2.2,2.0,13.8,36.4,8.7,2.7,11.5,0.245,7.9,1.2,9.0,6.3,37800000.0,40824000.0,43848000.0,46872000.0,0.0,0.0,Bird Rights,122472000.0,First Unit
P.J. Tucker,PF,Houston Rockets,64.0,3.4,7.9,0.433,2.0,5.4,0.37,1.4,2.5,0.573,0.8,0.9,0.841,2.2,7.1,9.3,2.1,1.5,0.7,1.4,4.4,9.6,117.0,111.0,34.0,64.0,2203.0,8.7,0.58,0.687,0.11800000000000001,4.8,16.2,10.5,5.9,1.5,1.2,14.6,8.6,1.8,2.2,3.9,0.086,-2.2,0.6,-1.6,0.2,8349039.0,7969537.0,0.0,0.0,0.0,0.0,MLE,16318576.0,First Unit
Russell Westbrook,PG,Houston Rockets,53.0,13.9,29.2,0.474,1.2,4.9,0.254,12.6,24.3,0.518,6.6,8.4,0.777,2.3,8.1,10.4,9.0,2.1,0.4,5.8,4.6,35.5,107.0,109.0,31.0,53.0,1905.0,21.5,0.539,0.168,0.289,5.1,18.4,11.7,35.0,2.1,0.8,14.9,34.4,2.1,2.3,4.3,0.109,1.9,-0.1,1.8,1.8,38178000.0,41006000.0,43848000.0,46662000.0,0.0,0.0,Bird Rights,123032000.0,First Unit
Danuel House,SF,Houston Rockets,47.0,5.5,12.9,0.42700000000000005,3.0,8.3,0.363,2.5,4.6,0.544,1.8,2.3,0.8,1.5,5.1,6.6,2.1,1.7,0.9,1.3,3.2,15.8,116.0,111.0,26.0,58.0,1739.0,11.4,0.5710000000000001,0.645,0.17600000000000002,3.4,11.5,7.4,6.1,1.7,1.6,8.6,13.5,1.9,1.6,3.5,0.096,-0.6,0.1,-0.5,0.7,3540000.0,3717000.0,3894000.0,0.0,0.0,0.0,MLE,11151000.0,First Unit
Ben McLemore,SG,Houston Rockets,19.0,6.8,15.2,0.445,5.0,12.6,0.395,1.8,2.6,0.688,1.5,2.0,0.758,0.6,3.8,4.5,1.7,1.2,0.4,1.5,4.2,20.0,118.0,114.0,26.0,63.0,1437.0,11.7,0.622,0.83,0.132,1.5,8.7,5.1,5.3,1.2,0.7,8.5,15.6,2.1,0.9,3.0,0.1,0.0,-0.7,-0.7,0.5,2028594.0,2283034.0,0.0,0.0,0.0,0.0,NaN,2028594.0,First Unit
Lou Williams,SG,Los Angeles Clippers,8.0,9.8,23.7,0.41600000000000004,2.9,7.9,0.363,7.0,15.8,0.442,7.5,8.6,0.863,0.8,4.2,5.0,9.2,1.1,0.3,4.6,2.1,30.0,109.0,111.0,33.0,60.0,1757.0,17.2,0.546,0.33399999999999996,0.365,1.7,9.1,5.5,29.9,1.1,0.5,14.4,28.3,2.2,1.7,3.9,0.107,2.1,-1.4,0.8,1.2,8000000.0,8000000.0,0.0,0.0,0.0,0.0,Cap Space,16000000.0,First Unit
Montrezl Harrell,C,Los Angeles Clippers,2.0,12.7,21.9,0.58,0.0,0.5,0.0,12.7,21.4,0.593,6.2,9.5,0.6579999999999999,4.4,7.6,12.0,2.9,1.1,1.9,2.9,3.9,31.6,119.0,107.0,26.0,63.0,1749.0,23.1,0.607,0.022000000000000002,0.43200000000000005,9.9,16.2,13.1,10.3,1.1,3.6,10.1,25.5,4.5,2.5,7.0,0.193,2.4,0.5,2.9,2.2,6000000.0,0.0,0.0,0.0,0.0,0.0,NaN,6000000.0,First Unit
Kawhi Leonard,SF,Los Angeles Clippers,51.0,13.7,29.2,0.469,3.1,8.4,0.366,10.6,20.8,0.51,8.9,10.0,0.889,1.5,9.2,10.7,7.3,2.6,0.9,4.0,2.8,39.3,116.0,104.0,28.0,51.0,1643.0,26.7,0.585,0.287,0.344,3.3,19.7,11.7,27.0,2.6,1.7,10.7,33.2,4.6,3.0,7.6,0.222,6.5,2.5,9.0,4.6,32742000.0,34379100.0,36016200.0,0.0,0.0,0.0,NaN,67121100.0,First Unit
Patrick Beverley,PG,Los Angeles Clippers,48.0,5.0,11.8,0.428,2.7,7.2,0.379,2.3,4.6,0.504,1.0,1.5,0.659,2.0,7.4,9.4,6.5,1.9,0.9,2.3,5.4,13.8,115.0,106.0,31.0,48.0,1299.0,12.3,0.5539999999999999,0.609,0.126,4.6,15.7,10.3,18.2,1.9,1.7,15.7,13.0,1.4,2.0,3.4,0.126,-0.5,2.6,2.1,1.3,12345679.0,13333333.0,14320988.0,0.0,0.0,0.0,NaN,40000000.0,First Unit
Landry Shamet,SG,Los Angeles Clippers,27.0,5.3,12.8,0.41600000000000004,3.8,9.8,0.392,1.5,3.0,0.494,2.1,2.3,0.905,0.2,3.1,3.3,3.2,0.7,0.3,1.3,4.7,16.5,119.0,112.0,22.0,47.0,1294.0,9.2,0.599,0.764,0.179,0.5,6.5,3.6,9.0,0.7,0.6,8.7,13.3,1.7,1.0,2.7,0.1,-1.4,-0.2,-1.6,0.1,1995120.0,2090040.0,3768342.0,0.0,0.0,0.0,1st Round Pick,4085160.0,First Unit
LeBron James,PG,Los Angeles Lakers,60.0,13.3,26.7,0.498,3.0,8.7,0.349,10.3,18.1,0.57,5.4,7.8,0.6970000000000001,1.3,9.4,10.7,14.5,1.7,0.7,5.4,2.4,35.1,117.0,105.0,35.0,60.0,2094.0,26.0,0.5820000000000001,0.324,0.292,3.1,21.0,12.3,49.7,1.7,1.3,15.3,31.6,6.1,3.4,9.5,0.218,6.8,1.9,8.7,5.7,37436858.0,39219565.0,41002273.0,0.0,0.0,0.0,NaN,76656423.0,First Unit
Anthony Davis,PF,Los Angeles Lakers,55.0,12.8,25.0,0.511,1.6,4.9,0.335,11.2,20.2,0.5539999999999999,9.7,11.5,0.845,3.1,9.9,13.0,4.3,2.1,3.4,3.4,3.5,37.0,121.0,101.0,26.0,55.0,1889.0,28.2,0.614,0.195,0.46,7.3,22.1,14.9,14.6,2.1,6.2,10.1,29.7,6.2,4.1,10.3,0.262,5.8,2.8,8.5,5.0,27093019.0,28751775.0,0.0,0.0,0.0,0.0,1st Round Pick,27093019.0,First Unit
